camera,image,gold_vessel_density_fov,auto_vessel_density_fov,gold_skel_density_fov,auto_skel_density_fov,gold_tort_geodesic_median,auto_tort_geodesic_median,gold_tort_geodesic_p90,auto_tort_geodesic_p90,gold_tort_geodesic_top3_mean,auto_tort_geodesic_top3_mean,gold_width_shape_p90_over_p50,auto_width_shape_p90_over_p50,gold_n_branches,auto_n_branches
Neo,36.png,0.08132000798352668,0.10770945804510693,0.02384835193722222,0.016434381739143133,1.0822074268345971,1.0796691275336339,1.1488612809233594,1.1452045388388796,1.2803145829679368,1.2305245263239564,1.5811388300841895,1.4999999999999998,102.0,112.0
Neo,37.png,0.08803186765787938,0.11300332377641895,0.0217339456524497,0.018648669220815466,1.0796691275336339,1.0807661345220745,1.110804985054729,1.1387205494492976,1.2247877819162307,1.2726436694651522,1.118033988749895,1.5811388300841895,82.0,118.0
Neo,38.png,0.12537025958297462,0.10947524063832996,0.029051697722265186,0.020564302355556206,1.0808904848314547,1.0819458277590224,1.1512400605218884,1.161261938538718,1.3194482212797523,1.3050033256426856,1.5,2.0,207.0,141.0
Neo,39.png,0.06992162192442775,0.08584566972092729,0.025213481613545915,0.013795320697365152,1.0804934659074337,1.082740849926895,1.1244333362316472,1.1339283002290386,1.3474186627857374,1.2355383344000535,2.0,2.23606797749979,129.0,84.0
Neo,4.png,0.08443347810918357,0.08075762095693635,0.015699499941853705,0.013039938921108116,1.07583319079416,1.0811896094670994,1.1010694346833763,1.138945839241406,1.1799933138213028,1.2212422542156185,1.3416407864998738,1.7677669529663687,77.0,74.0
Neo,40.png,0.06396551136888919,0.04145642452935767,0.015434246315389968,0.00802853291941786,1.0796691275336339,1.0882858618530644,1.122727504529524,1.1549202731207986,1.160111570758385,1.1991772936481018,1.4142135623730951,1.5811388300841898,89.0,53.0
Neo,41.png,0.05706640507386435,0.07255315222564322,0.013918161598306122,0.011825095426334755,1.078631241673045,1.0796691275336339,1.1381229099205654,1.1383846189784959,1.4669986350078252,1.2093913328987618,1.118033988749895,1.414213562373095,69.0,75.0
Neo,42.png,0.07206922688226378,0.05940257317215377,0.01273467563260388,0.009644536867881992,1.0824173172030764,1.0917144801062717,1.1225625516244029,1.1595063898256033,1.1366549770430334,1.2144862066373827,1.118033988749895,1.414213562373095,57.0,45.0
Neo,43.png,0.05355694462657788,0.056631357064106116,0.009835205665078462,0.008800687735862803,1.075891048414364,1.0813480350658744,1.1074881907294336,1.1225865041967062,1.1213896557434906,1.1695808750867338,1.0606601717798212,1.414213562373095,52.0,55.0
Neo,44.png,0.08609129953164778,0.06044852984044931,0.01521658860796393,0.011009192141010942,1.0820969815621921,1.0823145947767232,1.1308592271572186,1.1159056920505837,1.3364301916422203,1.1891253391764387,1.118033988749895,1.6124515496597098,57.0,64.0
Neo,45.png,0.058188210841208635,0.08010955817364193,0.013733622121426975,0.0126263852601521,1.0823818160630292,1.0802571268101813,1.108284649904608,1.1272486542001092,1.2960353527147515,1.1663290163051465,1.4142135623730951,1.414213562373095,51.0,65.0
Neo,46.png,0.0709798019032822,0.040473878422994755,0.012638376383763838,0.0064332880170906975,1.0808950741092587,1.085740193542667,1.1089835157484027,1.1280011289951994,1.1406120797393038,1.2311199417062086,1.0606601717798212,1.457737973711325,50.0,38.0
Neo,47.png,0.06263875596923929,0.046461692422041616,0.01602160828187926,0.008831802260902515,1.0775933558124562,1.0816260484127538,1.1439695497727567,1.136407552521632,1.3176248570454685,1.1923104818610988,1.118033988749895,1.4142135623730951,77.0,51.0
Neo,48.png,0.05596810148467968,0.0585906956188108,0.015657858311923574,0.009514188719931229,1.0734640114597949,1.082166326584048,1.1247096645954937,1.1399215559698463,1.190023791401494,1.1745424976052627,1.118033988749895,1.414213562373095,82.0,42.0
Neo,49.png,0.05946547127017353,0.072345447569463,0.0150849194515811,0.012151470852497074,1.0746483916862013,1.0817692691420737,1.1074283370951399,1.1349891781036112,1.1332661372979853,1.1698625281322366,1.4142135623730951,1.414213562373095,65.0,66.0
Neo,5.png,0.046169331310537985,0.022581398062784457,0.01026471389115805,0.0038997160306531295,1.0816899042457324,1.1107671385253208,1.1640299873028876,1.2837217562408885,1.3267551075115585,1.3218909090733817,1.5,1.2747548783981961,63.0,18.0
Neo,50.png,0.045286995711697885,0.05353821348265496,0.01144194765648903,0.009018547028056084,1.0810570087511753,1.096551971549306,1.1424968559292996,1.1986866409711534,1.2110677771159999,1.288745756301056,1.118033988749895,1.2747548783981961,49.0,55.0
Neo,6.png,0.037534619309071475,0.03307905349594286,0.009256110004372965,0.005704290364899665,1.0728667471672098,1.0739664877861226,1.1165583513017385,1.1491774995747308,1.164602178862441,1.1798993269646474,1.118033988749895,1.7888543819998317,29.0,22.0
Neo,7.png,0.04854789137877373,0.020230314347961405,0.009677482103952691,0.0038077731092436974,1.0728597722049438,1.089735603854772,1.1197428194673924,1.1241352039589756,1.1745822497012022,1.11736188773482,1.3416407864998738,1.5,32.0,12.0
Neo,8.png,0.05369189493944048,0.04463712891498338,0.012836090751793455,0.00726617026653965,1.0815389650284586,1.081789287244729,1.1229101407994269,1.1063347408186481,1.156153643574408,1.1858793914284302,1.4142135623730951,1.414213562373095,80.0,37.0
Neo,9.png,0.07355559230686914,0.07243683908437346,0.018269726537799267,0.013313163347698774,1.0823117459700455,1.085523146140413,1.2998518632683709,1.1558311571893904,1.543248167584376,1.309077391551703,1.118033988749895,1.6124515496597098,97.0,98.0
RetCam,1.png,0.1511985954487136,0.17608886487946518,0.020899453035316363,0.01969072861097981,1.080285479688571,1.0823117459700458,1.1493112124295202,1.1262699719606353,1.3122837886155756,1.2692993481912995,1.414213562373095,1.7477838890457784,96.0,108.0
RetCam,10.png,0.10323580197270384,0.12286822622229582,0.016965489509662465,0.016894528940085626,1.0897564342247197,1.0949088506912699,1.185627666602346,1.171632828281046,1.7374388369970593,1.2455432647725775,1.2747548783981961,1.6666666666666667,51.0,82.0
RetCam,11.png,0.08505598234472171,0.11533502449789804,0.017481364206082196,0.017043580471247204,1.0806073327516603,1.0852528015694112,1.1387345667241977,1.1419218939293374,1.193493454573684,1.2132287998438989,1.3416407864998738,1.414213562373095,63.0,91.0
RetCam,12.png,0.1094012333399642,0.12339765267555201,0.016335786751541674,0.014251044360453552,1.0813480350658742,1.0861065110850583,1.1143399935991114,1.1538005236374556,1.1740646072724215,1.1741315943043105,1.414213562373095,1.666666666666667,68.0,59.0
RetCam,13.png,0.06575992685124178,0.07870214740012639,0.009197380629025535,0.008383869623095645,1.0823117459700458,1.0796691275336339,1.131306932929066,1.1248045483982343,1.1822154803078122,1.1454314087057547,1.2649110640673518,1.9039432764659772,36.0,36.0
RetCam,14.png,0.07123549982194044,0.07468576866268514,0.010070581641767518,0.009451751697403834,1.0753171646863506,1.0821689791629063,1.106629956010755,1.140389033359626,1.1198728400026912,1.1874467871170822,1.3038404810405297,1.25,53.0,47.0
RetCam,15.png,0.14824591684095817,0.17588888663268828,0.02227546855646029,0.02071192153836782,1.073750619213249,1.081265203824216,1.110453398910373,1.1614778218292534,1.2099078222424813,1.2718995267508362,1.5811388300841895,2.0,93.0,130.0
RetCam,16.png,0.1629672026566981,0.18698241785759,0.024778360073214212,0.023442856546650213,1.082263017631174,1.084025993067688,1.1538482158881862,1.1500491959011265,1.2125178081583934,1.2739005751322436,1.3333333333333333,1.5,123.0,166.0
RetCam,17.png,0.1641519768947316,0.20620456129867543,0.02714495568170501,0.025489244099193308,1.081857548450548,1.0823394002537197,1.1135721908331488,1.149383196454001,1.209004873114761,1.3369706641966264,1.3333333333333333,1.5569595510803302,115.0,154.0
RetCam,18.png,0.1160161559422045,0.13258437099402848,0.0213222363225262,0.01994369898928735,1.0819458277590224,1.0854607319639784,1.1525602972435058,1.1448000068625885,1.2471820208502502,1.2666426333419227,1.2747548783981961,1.5811388300841895,84.0,128.0
RetCam,19.png,0.11597570542230251,0.13740580502531677,0.02011077566738774,0.01790001664012171,1.0866018451173132,1.0825048547583846,1.1849537747306558,1.167226496228117,2.247206944500057,1.4124284851684543,1.2747548783981961,1.6641005886756874,116.0,147.0
RetCam,2.png,0.08388387214469072,0.09273809989184681,0.014033853250459326,0.013890517701940242,1.093331759400988,1.0823898316819596,1.1676536786553526,1.1268018090448944,1.2140906138292322,1.182063420947063,1.2018504251546631,1.4907119849998598,32.0,62.0
RetCam,20.png,0.0478900883218842,0.04446148184494603,0.006875613346418057,0.006483071638861629,1.075127763842173,1.0845578708425752,1.090310638243243,1.1028552128368125,1.0918102982159166,1.114187733265575,1.2649110640673518,1.6666666666666667,21.0,25.0
RetCam,21.png,0.1160750564522038,0.14297228346666488,0.02168830390269572,0.020602556502161504,1.0799025346480906,1.0784441511166474,1.123216919437961,1.1375913939474298,1.160081795316639,1.2699040094312404,1.2018504251546631,1.7541160386140586,84.0,121.0
RetCam,22.png,0.08372665952066517,0.09389490640119863,0.0112105366015433,0.010351832001847696,1.0814585029754664,1.082039609461,1.1220603940493739,1.1332023270173224,1.1346010053905495,1.1501376896106608,1.5811388300841895,1.5,39.0,40.0
RetCam,23.png,0.06197081286698702,0.04263715167710475,0.008366267116185646,0.006138422614991735,1.0794522136686044,1.078259402037799,1.1065804857292225,1.1213967512228202,1.1212018609455456,1.1518412682251438,1.414213562373095,1.3743685418725535,25.0,22.0
RetCam,24.png,0.09354431485260141,0.10696223134393534,0.018681868345626473,0.019142364887932608,1.0823133875444533,1.0861162801975652,1.1258440379192365,1.1399025094677908,1.2436491053020389,1.20791588755395,1.2649110640673518,1.5,45.0,89.0
RetCam,25.png,0.1332334655616919,0.17309485080912182,0.022045917744102764,0.021075100135657294,1.0817692691420737,1.082311745970046,1.1541845484985138,1.149328605910043,1.466212603444785,1.2864968266017491,1.414213562373095,1.860521018838127,73.0,116.0
RetCam,26.png,0.13072291638465297,0.14640778298971802,0.017503487160774298,0.017574113201772712,1.0821829847270912,1.0814712604780186,1.1286419660282574,1.123499585713318,1.221337969136706,1.1496734632188217,1.2649110640673518,1.25,53.0,68.0
RetCam,27.png,0.13828515540099978,0.16517544495158057,0.019289284938056945,0.01950059165881813,1.0804620460982712,1.0804151714838945,1.1131271122943358,1.1454026162019215,1.2115739957982676,1.2297864751376768,1.2649110640673518,1.5,88.0,130.0
RetCam,28.png,0.11310695538057743,0.1320889576302962,0.019251499812523436,0.017423603299587552,1.0817692691420737,1.076357478525888,1.2160138506353877,1.1285854982088181,1.8839035026632487,1.1924984964318848,1.2747548783981961,1.5811388300841895,87.0,83.0
RetCam,29.png,0.13222598273365177,0.1747197618876167,0.02784378675499868,0.02489938631653905,1.080056757167,1.083541060216132,1.1180655601386416,1.1188487180857944,1.1567173267780542,1.1928453286527174,1.0606601717798212,1.7541160386140586,72.0,100.0
RetCam,3.png,0.07202000232585185,0.07256657750901267,0.012856146063495756,0.01055936736829864,1.0890047564888927,1.0885745200328831,1.169156016338161,1.1407322473168144,1.190618679857566,1.1758814482322621,1.0606601717798212,1.3743685418725535,31.0,36.0
RetCam,30.png,0.1195465395194445,0.14480004222601475,0.016016561981338447,0.014673540123511093,1.0775933558124562,1.0913502714408407,1.1173036637218916,1.1371325489145316,1.4531886002827854,1.203540653512538,1.3038404810405297,2.0,75.0,66.0
RetCam,31.png,0.09374578507550213,0.12400527781850168,0.01235595953672482,0.010221375164931828,1.0806939826241115,1.0768496765419635,1.14640848453026,1.1224349224285355,1.1884137373045185,1.1875620964421996,1.5811388300841895,1.9798989873223332,81.0,60.0
RetCam,32.png,0.046843590475284566,0.05227813183677352,0.007577919401376074,0.007330606550619867,1.0830638339930063,1.0847090162145827,1.1139795099111236,1.1126423679115565,1.1263286342219747,1.1257211653872605,1.3333333333333333,1.2403473458920846,20.0,17.0
RetCam,33.png,0.0833202337422684,0.10856713255647063,0.018323480162662747,0.0167446946656187,1.0764639049311946,1.089719562030465,1.1070104574122657,1.1449840163977156,1.138133232232439,1.242457480269772,1.6124515496597098,1.70293863659264,87.0,90.0
RetCam,34.png,0.02994695454190471,0.03730603564798962,0.005112308588798577,0.004920071368068196,1.061647129600134,1.0815397926743744,1.094621017698328,1.112689811933747,1.1079685448086605,1.116533466558238,1.2747548783981961,1.414213562373095,12.0,17.0
RetCam,35.png,0.08809294753200622,0.10774069414637756,0.018515503589136388,0.01728705690816251,1.0779677588380057,1.0821756777155231,1.1061606702398858,1.1380350643580661,1.136444918963397,1.1710755493528786,1.0606601717798212,1.885618083164127,64.0,83.0
RetCam,36.png,0.10409380785846534,0.12956769624122022,0.01744497017074676,0.014300408499133041,1.0821819320077228,1.0927407145212156,1.1136492617148774,1.1592358855846618,1.215367861708985,1.2174737586177768,1.3333333333333333,2.0,88.0,73.0
RetCam,37.png,0.06092424551051653,0.07212084973289791,0.01403517994073159,0.013456951553660251,1.0799247963451943,1.0790964678338857,1.1313932162609004,1.1563860472398948,1.1479059853556635,1.27026432079108,1.3416407864998738,1.3743685418725535,42.0,51.0
RetCam,38.png,0.05260520746753438,0.06288574106495481,0.008352933547904104,0.007020708437229207,1.0808206926468116,1.0842071813369532,1.110678658023219,1.1469520187505398,1.127452018441378,1.1546208447659463,1.3333333333333333,1.5,28.0,22.0
RetCam,39.png,0.0852476722311568,0.10630886184120729,0.01608222706205603,0.014117940288055832,1.1184548327885184,1.10508560856659,1.2628506738647773,1.218905100387554,1.357631423650467,1.2704204243658985,1.3416407864998738,1.9235384061671343,79.0,114.0
RetCam,4.png,0.14213296594602232,0.17380245866892752,0.018457679807828177,0.016897461259479062,1.082223287256571,1.094407103627509,1.2058151403922623,1.1572462586780365,2.152730351722491,1.563063069231921,1.5811388300841895,1.885618083164127,106.0,110.0
RetCam,40.png,0.12516337175758574,0.06758586584087885,0.021706366494365883,0.009578589174486925,1.078704547199694,1.0921952121550014,1.1297376733571263,1.1376755619822552,1.2203862118470035,1.2991685992744573,1.2747548783981961,1.6666666666666667,128.0,36.0
RetCam,41.png,0.058999918006863994,0.05449029552668876,0.009511203776369579,0.00765464491115458,1.0917244845076821,1.0932251795346237,1.141616809405947,1.1604348580557093,1.1600969212817807,1.1990005643676263,1.414213562373095,1.6666666666666667,53.0,34.0
RetCam,42.png,0.029654065099985402,0.03442417165377317,0.004857685009487666,0.004840169318347687,1.0856206758249822,1.0804443868003664,1.118394810249405,1.1178782435667158,1.1249605781577687,1.1413879693004307,1.414213562373095,1.6666666666666667,14.0,22.0
RetCam,43.png,0.031208588491468136,0.03928802853490096,0.005685964308022814,0.005446616734481813,1.1322398442019304,1.074569358135792,1.2706172902528956,1.1311557053309909,1.2510335673812096,1.1871480778342722,1.0606601717798212,1.6666666666666667,12.0,29.0
RetCam,44.png,0.13169012114260134,0.16609312779192195,0.03446828749685253,0.03041154911451193,1.0837045679853805,1.0861511585366088,1.2582955204001585,1.1393805243778252,2.211793023493598,1.2654218482904565,1.0606601717798212,1.8973665961010275,85.0,120.0
RetCam,45.png,0.07113149381986651,0.09261133307204988,0.012020988470380401,0.010359693713403256,1.0953884498422863,1.0981704800855567,1.1959059884547987,1.136980431574105,1.3151968505201705,1.3989386958209433,1.118033988749895,1.5,48.0,50.0
RetCam,46.png,0.03434752578405779,0.04342608960325915,0.006028962433125344,0.005742147715432973,1.1046879658451327,1.0969962272878462,1.1479053528943441,1.1441884959311424,1.1639120895382649,1.1729286067907374,1.0606601717798212,1.6666666666666667,19.0,26.0
RetCam,47.png,0.11660834551686121,0.1245536035280301,0.02044435922632601,0.017586223425928145,1.0820613747431735,1.082311745970046,1.1219507891934437,1.1310367352617148,1.1845762026910307,1.2031233272689008,1.118033988749895,1.6666666666666667,74.0,103.0
RetCam,48.png,0.04818541522349156,0.05020488194338449,0.006481079240586584,0.006874405607542473,1.0770804835356484,1.0817506660677862,1.118513962762791,1.1194831709582087,1.1277470146094788,1.1248423124522793,1.2649110640673518,1.2403473458920846,14.0,22.0
RetCam,49.png,0.11231195089661812,0.1401372006258274,0.02375737152485257,0.02210855698640029,1.0751257661581182,1.0811641366068692,1.1559501563844388,1.1380086224478045,1.232251866478929,1.1858997897613184,1.3416407864998736,1.8470962903655979,50.0,60.0
RetCam,5.png,0.11041146860630799,0.11484161600826297,0.026823546980095446,0.02032143457132724,1.0780295255086811,1.0894188447101936,1.1976725274619908,1.1570140250217518,1.8462666005536608,1.2934334518699173,1.5,1.5811388300841895,239.0,122.0
RetCam,50.png,0.034371460596351,0.03922466153764898,0.004694753026648592,0.004571515759699067,1.0868279216904901,1.0991165024457108,1.1536924695797022,1.1500194867345181,1.1479454481494453,1.1626556020392098,1.2649110640673518,1.25,9.0,18.0
RetCam,6.png,0.09602879155573357,0.1172219211648564,0.014219070282496525,0.014649058737601018,1.0857740555417674,1.0778174593052023,1.1950877879692319,1.1411687882484456,2.7798852638436276,1.224703829841448,1.3333333333333333,1.6359692835454474,64.0,107.0
RetCam,7.png,0.1841469702314727,0.22285691026023718,0.028418496105940137,0.026871726683129357,1.082311745970046,1.0802878680951105,1.1790687077162123,1.1451994466943556,1.4479089131253797,1.2526152988904522,1.5811388300841895,1.9402850002906638,151.0,187.0
RetCam,8.png,0.11547753356527286,0.1515797680998482,0.020461083185171623,0.019811337472016632,1.0829348003555095,1.0825772292223326,1.1348771476953288,1.1366038754964722,1.251064154965445,1.2260283909812806,1.0606601717798212,1.8439088914585775,95.0,124.0
RetCam,9.png,0.11443666124201042,0.11356399915092337,0.019693860704261892,0.015619472157362202,1.082039609461,1.0796691275336336,1.1212046351864327,1.1320935221033284,1.4387317222541993,1.2497312517610544,1.118033988749895,1.6666666666666667,100.0,84.0
